CLIENTNUM;Customer_Age;Gender;Marital_Status;Education_Level;Income_Category;Card_Category;Credit_Limit;Total_Revolving_Bal;Avg_Utilization_Ratio
2836;39;M;Graduate;Married;$80K - $120K;Blue;30753;1661;0.054
2837;37;M;Graduate;Married;$80K - $120K;Blue;8058;1176;0.146
2838;55;M;College;Married;$80K - $120K;Blue;26101;614;0.024
2839;57;M;College;Married;$80K - $120K;Blue;14270;0;0
2840;56;M;Unknown;Married;$80K - $120K;Blue;12786;1880;0.147
2841;49;M;Graduate;Married;$80K - $120K;Blue;11332;946;0.083
2842;56;M;Graduate;Married;$80K - $120K;Blue;9078;1501;0.165
2843;38;M;College;Married;$80K - $120K;Blue;10386;1909;0.184
2844;33;M;Graduate;Married;$80K - $120K;Blue;7140;0;0
2845;43;M;Graduate;Married;$80K - $120K;Blue;25517;321;0.013
2846;58;M;College;Married;$80K - $120K;Blue;11811;2508;0.212
2847;54;M;Uneducated;Married;$80K - $120K;Blue;25882;1699;0.066
2848;54;M;Graduate;Married;$80K - $120K;Blue;15554;2497;0.161
2849;39;M;High School;Married;$80K - $120K;Blue;26570;1915;0.072
2850;57;M;High School;Married;$80K - $120K;Blue;6543;2260;0.345
2851;55;M;Graduate;Married;$80K - $120K;Blue;28751;2158;0.075
2852;55;M;High School;Married;$80K - $120K;Blue;2938;1995;0.679
2853;53;M;Uneducated;Married;$80K - $120K;Blue;6704;1354;0.202
2854;38;M;Uneducated;Married;$80K - $120K;Blue;20117;1226;0.061
2855;55;M;Graduate;Married;$80K - $120K;Blue;2801;2403;0.858
2856;63;M;High School;Married;$80K - $120K;Blue;10257;1021;0.1
2857;51;M;Doctorate;Married;$80K - $120K;Blue;32096;0;0
2858;54;M;College;Married;$80K - $120K;Blue;12169;1935;0.159
2859;58;M;Uneducated;Married;$80K - $120K;Blue;9149;1806;0.197
2860;57;M;Graduate;Married;$80K - $120K;Blue;21875;2517;0.115
2861;48;M;Graduate;Married;$80K - $120K;Blue;18672;2517;0.135
2862;36;M;High School;Married;$80K - $120K;Blue;16050;1480;0.092
2863;57;M;High School;Married;$80K - $120K;Blue;13427;0;0
2864;57;M;Uneducated;Married;$80K - $120K;Blue;10974;0;0
2865;53;M;Unknown;Married;$80K - $120K;Blue;13457;1248;0.093
2866;56;M;Uneducated;Married;$80K - $120K;Blue;17450;2193;0.126
2867;52;M;College;Married;$80K - $120K;Blue;18352;1509;0.082
2868;52;M;Unknown;Married;$80K - $120K;Silver;34516;1847;0.054
2869;36;M;High School;Married;$80K - $120K;Blue;15982;1691;0.106
2870;35;M;Graduate;Married;$80K - $120K;Blue;4408;1463;0.332
2871;51;M;High School;Married;$80K - $120K;Blue;14438;2517;0.174
2872;53;M;Unknown;Married;$80K - $120K;Blue;7181;2517;0.351
2873;52;M;Graduate;Married;$80K - $120K;Blue;2689;2077;0.772
2874;33;M;Unknown;Married;$80K - $120K;Blue;9819;1200;0.122
2875;54;M;High School;Married;$80K - $120K;Blue;5660;2006;0.354
2876;31;M;College;Married;$80K - $120K;Blue;25215;1445;0.057
2877;49;M;High School;Married;$80K - $120K;Blue;2361;1342;0.568
2878;41;M;Unknown;Married;$80K - $120K;Blue;16954;1588;0.094
2879;49;M;Post-Graduate;Married;$80K - $120K;Blue;23870;0;0
2880;54;M;Unknown;Married;$80K - $120K;Blue;10448;1569;0.15
2881;48;M;Graduate;Married;$80K - $120K;Blue;31501;0;0
2882;49;M;Unknown;Married;$80K - $120K;Blue;34516;2435;0.071
2883;56;M;High School;Married;$80K - $120K;Blue;5920;1589;0.268
2884;45;M;Post-Graduate;Married;$80K - $120K;Blue;20640;1603;0.078
2885;48;M;Graduate;Married;$80K - $120K;Silver;34516;807;0.023
2886;39;M;Unknown;Married;$80K - $120K;Blue;34516;1629;0.047
2887;39;M;High School;Married;$80K - $120K;Blue;8208;0;0
2888;42;M;Doctorate;Married;$80K - $120K;Blue;26222;1073;0.041
2889;51;M;Graduate;Married;$80K - $120K;Blue;7158;0;0
2890;34;M;Graduate;Married;$80K - $120K;Blue;7567;1776;0.235
2891;38;M;College;Married;$80K - $120K;Blue;3735;1421;0.38
2892;43;M;Uneducated;Married;$80K - $120K;Blue;28634;926;0.032
2893;43;M;High School;Married;$80K - $120K;Blue;12315;0;0
2894;49;M;High School;Married;$80K - $120K;Blue;2292;0;0
2895;36;M;Uneducated;Married;$80K - $120K;Blue;21434;1345;0.063
2896;41;M;Graduate;Married;$80K - $120K;Blue;9133;2140;0.234
2897;39;M;Post-Graduate;Married;$80K - $120K;Blue;18974;2517;0.133
2898;49;M;Graduate;Married;$80K - $120K;Blue;34516;543;0.016
2899;36;M;Uneducated;Married;$80K - $120K;Blue;12893;1620;0.126
2900;51;M;Unknown;Married;$80K - $120K;Blue;13933;1019;0.073
2901;51;M;Unknown;Married;$80K - $120K;Blue;5130;0;0
2902;52;M;Doctorate;Married;$80K - $120K;Blue;12878;1628;0.126
2903;46;M;Graduate;Married;$80K - $120K;Blue;16227;917;0.057
2904;51;M;Graduate;Married;$80K - $120K;Blue;3290;2461;0.748
2905;53;M;Graduate;Married;$80K - $120K;Blue;2492;1668;0.669
2906;52;M;College;Married;$80K - $120K;Blue;2803;778;0.278
2907;46;M;College;Married;$80K - $120K;Blue;20860;1496;0.072
2908;52;M;College;Married;$80K - $120K;Blue;27751;1018;0.037
2909;48;M;Graduate;Married;$80K - $120K;Blue;34516;657;0.019
2910;49;M;High School;Married;$80K - $120K;Blue;29893;0;0
2911;43;M;Unknown;Married;$80K - $120K;Blue;21165;735;0.035
2912;55;M;Unknown;Married;$80K - $120K;Blue;10979;1889;0.172
2913;44;M;High School;Married;$80K - $120K;Blue;2509;1464;0.583
2914;56;M;Graduate;Married;$80K - $120K;Blue;23510;1049;0.045
2915;51;M;College;Married;$80K - $120K;Blue;3558;0;0
2916;53;M;Post-Graduate;Married;$80K - $120K;Blue;4039;1397;0.346
2917;57;M;Graduate;Married;$80K - $120K;Blue;5516;2517;0.456
2918;50;M;Graduate;Married;$80K - $120K;Blue;9748;1354;0.139
2919;44;M;Unknown;Married;$80K - $120K;Blue;4198;1782;0.424
2920;45;M;Graduate;Married;$80K - $120K;Blue;12250;2165;0.177
2921;45;M;Unknown;Married;$80K - $120K;Blue;23973;0;0
2922;50;M;Unknown;Married;$80K - $120K;Blue;6030;1315;0.218
2923;45;M;Graduate;Married;$80K - $120K;Blue;1438.3;0;0
2924;44;M;High School;Married;$80K - $120K;Blue;20882;1420;0.068
2925;44;M;Graduate;Married;$80K - $120K;Blue;19430;0;0
2926;39;M;Graduate;Married;$80K - $120K;Blue;3281;1272;0.388
2927;48;M;Unknown;Married;$80K - $120K;Blue;6805;1448;0.213
2928;53;M;Unknown;Married;$80K - $120K;Blue;9517;1869;0.196
2929;43;M;Graduate;Married;$80K - $120K;Blue;3498;0;0
2930;48;M;Doctorate;Married;$80K - $120K;Blue;8739;0;0
2931;41;M;Unknown;Married;$80K - $120K;Blue;34516;0;0
2932;42;M;Graduate;Married;$80K - $120K;Blue;12386;980;0.079
2933;44;M;High School;Married;$80K - $120K;Blue;9183;2191;0.239
2934;49;M;Graduate;Married;$80K - $120K;Blue;21378;1284;0.06
2935;41;M;High School;Married;$80K - $120K;Blue;12154;2517;0.207
2936;40;M;Graduate;Married;$80K - $120K;Blue;3340;1282;0.384
2937;40;M;Graduate;Married;$80K - $120K;Blue;3654;1172;0.321
2938;50;M;Uneducated;Married;$80K - $120K;Blue;14817;1463;0.099
2939;50;M;Unknown;Married;$80K - $120K;Blue;13824;1582;0.114
2940;50;M;College;Married;$80K - $120K;Blue;2418;1720;0.711
2941;45;M;Graduate;Married;$80K - $120K;Blue;3728;0;0
2942;49;M;Doctorate;Married;$80K - $120K;Blue;9549;0;0
2943;40;M;Graduate;Married;$80K - $120K;Silver;34516;0;0
2944;50;M;High School;Married;$80K - $120K;Blue;4514;2016;0.447
2945;56;M;High School;Married;$80K - $120K;Blue;4531;0;0
2946;42;M;High School;Married;$80K - $120K;Blue;24126;948;0.039
2947;51;M;Doctorate;Married;$80K - $120K;Blue;8031;1167;0.145
2948;41;M;Graduate;Married;$80K - $120K;Blue;33408;0;0
2949;45;M;Graduate;Married;$80K - $120K;Blue;20274;2100;0.104
2950;51;M;Unknown;Married;$80K - $120K;Blue;9773;1998;0.204
2951;47;M;High School;Married;$80K - $120K;Blue;9410;0;0
2952;47;M;High School;Married;$80K - $120K;Blue;23424;2517;0.107
2953;45;M;Post-Graduate;Married;$80K - $120K;Blue;29003;2323;0.08
2954;50;M;Graduate;Married;$80K - $120K;Blue;9771;1776;0.182
2955;44;M;Uneducated;Married;$80K - $120K;Silver;34516;1461;0.042
2956;52;M;Unknown;Married;$80K - $120K;Blue;30314;776;0.026
2957;49;M;Graduate;Married;$80K - $120K;Blue;20533;1321;0.064
2958;52;M;Graduate;Married;$80K - $120K;Blue;30820;1724;0.056
2959;40;M;Graduate;Married;$80K - $120K;Blue;18584;2446;0.132
2960;46;M;Unknown;Married;$80K - $120K;Blue;14164;1525;0.108
2961;47;M;Graduate;Married;$80K - $120K;Blue;11242;1561;0.139
2962;48;M;Unknown;Married;$80K - $120K;Blue;22917;0;0
2963;41;M;Doctorate;Married;$80K - $120K;Blue;10130;1449;0.143
2964;52;M;Unknown;Married;$80K - $120K;Blue;4675;0;0
2965;51;M;Graduate;Married;$80K - $120K;Blue;3458;1989;0.575
2966;47;M;High School;Married;$80K - $120K;Blue;12945;1582;0.122
2967;40;M;High School;Married;$80K - $120K;Silver;34516;2183;0.063
2968;44;M;Unknown;Married;$80K - $120K;Blue;2617;2517;0.962
2969;49;M;Uneducated;Married;$80K - $120K;Blue;13884;1204;0.087
2970;45;M;High School;Married;$80K - $120K;Blue;6366;1344;0.211
2971;48;M;Graduate;Married;$80K - $120K;Blue;34516;1416;0.041
2972;47;M;High School;Married;$80K - $120K;Blue;21359;0;0
2973;48;M;Unknown;Married;$80K - $120K;Blue;4806;1357;0.282
2974;41;M;Graduate;Married;$80K - $120K;Blue;10239;2224;0.217
2975;52;M;Uneducated;Married;$80K - $120K;Blue;7474;2444;0.327
2976;40;M;Unknown;Married;$80K - $120K;Blue;34516;1501;0.043
2977;40;M;High School;Married;$80K - $120K;Blue;29149;0;0
2978;46;M;High School;Married;$80K - $120K;Blue;4964;2316;0.467
2979;40;M;Unknown;Married;$80K - $120K;Blue;5014;1887;0.376
2980;46;M;Graduate;Married;$80K - $120K;Blue;4786;0;0
2981;40;M;College;Married;$80K - $120K;Blue;7840;0;0
2982;44;M;High School;Married;$80K - $120K;Blue;22243;1377;0.062
2983;53;M;Graduate;Married;$80K - $120K;Blue;4186;0;0
2984;46;M;Doctorate;Married;$80K - $120K;Blue;17667;0;0
2985;48;M;College;Married;$80K - $120K;Blue;25190;0;0
2986;52;M;Uneducated;Married;$80K - $120K;Blue;21877;1073;0.049
2987;46;M;College;Married;$80K - $120K;Blue;1438.3;864;0.601
2988;49;M;College;Married;$80K - $120K;Blue;2149;1796;0.836
2989;49;M;High School;Married;$80K - $120K;Silver;34516;2386;0.069
2990;48;M;High School;Married;$80K - $120K;Blue;16362;2268;0.139
2991;38;M;Post-Graduate;Married;$80K - $120K;Blue;5242;470;0.09
2992;48;M;Unknown;Married;$80K - $120K;Blue;6593;0;0
2993;45;M;College;Married;$80K - $120K;Blue;31625;0;0
2994;46;M;High School;Married;$80K - $120K;Blue;15535;1302;0.084
2995;42;M;Graduate;Married;$80K - $120K;Blue;4562;2258;0.495
2996;47;M;College;Married;$80K - $120K;Blue;8854;2382;0.269
2997;46;M;High School;Married;$80K - $120K;Blue;28327;582;0.021
2998;49;M;High School;Married;$80K - $120K;Blue;3989;2514;0.63
2999;52;M;Graduate;Married;$80K - $120K;Silver;34516;1938;0.056
3000;41;M;Unknown;Married;$80K - $120K;Silver;34516;1433;0.042
3001;47;M;Uneducated;Married;$80K - $120K;Blue;21148;1746;0.083
3002;41;M;Unknown;Married;$80K - $120K;Blue;20543;0;0
3003;49;M;High School;Married;$80K - $120K;Blue;13490;1672;0.124
3004;56;M;Graduate;Married;$80K - $120K;Blue;12186;1080;0.089
3005;51;M;Unknown;Married;$80K - $120K;Blue;1817;885;0.487
3006;49;M;High School;Married;$80K - $120K;Blue;28142;762;0.027
3007;48;M;Graduate;Married;$80K - $120K;Blue;14322;0;0
3008;48;M;High School;Married;$80K - $120K;Blue;6798;2517;0.37
3009;48;M;Uneducated;Married;$80K - $120K;Blue;9727;1626;0.167
3010;51;M;Uneducated;Married;$80K - $120K;Blue;1507;961;0.638
3011;51;M;College;Married;$80K - $120K;Blue;1864;1427;0.766
3012;49;M;Post-Graduate;Married;$80K - $120K;Blue;13382;1159;0.087
3013;44;M;Graduate;Married;$80K - $120K;Blue;25256;966;0.038
3014;46;M;College;Married;$80K - $120K;Blue;18927;887;0.047
3015;47;M;Graduate;Married;$80K - $120K;Blue;13189;1205;0.091
3016;37;M;Graduate;Married;$80K - $120K;Blue;1663;0;0
3017;52;M;Unknown;Married;$80K - $120K;Silver;34516;1473;0.043
3018;48;M;High School;Married;$80K - $120K;Blue;11332;1647;0.145
3019;43;M;Unknown;Married;$80K - $120K;Blue;2510;1508;0.601
3020;51;M;High School;Married;$80K - $120K;Blue;14902;0;0
3021;45;M;Unknown;Married;$80K - $120K;Silver;34516;1964;0.057
3022;47;M;Unknown;Married;$80K - $120K;Blue;2514;1845;0.734
3023;45;M;College;Married;$80K - $120K;Blue;31978;1659;0.052
3024;47;M;Unknown;Married;$80K - $120K;Blue;9437;2024;0.214
3025;53;M;Post-Graduate;Married;$80K - $120K;Blue;9106;975;0.107
3026;43;M;College;Married;$80K - $120K;Blue;2900;2517;0.868
3027;52;M;Uneducated;Married;$80K - $120K;Blue;11606;0;0
3028;54;M;Graduate;Married;$80K - $120K;Blue;3164;2201;0.696
3029;39;M;Uneducated;Married;$80K - $120K;Blue;1438.3;0;0
3030;50;M;High School;Married;$80K - $120K;Blue;16388;2001;0.122
3031;51;M;Graduate;Married;$80K - $120K;Blue;7693;0;0
3032;39;M;College;Married;$80K - $120K;Blue;34198;1804;0.053
3033;44;M;Uneducated;Married;$80K - $120K;Blue;13298;1694;0.127
3034;44;M;Graduate;Married;$80K - $120K;Blue;20485;0;0
3035;49;M;Unknown;Married;$80K - $120K;Blue;2191;1414;0.645
3036;40;M;Graduate;Married;$80K - $120K;Blue;1804;1040;0.576
3037;43;M;College;Married;$80K - $120K;Blue;1669;0;0
3038;42;M;High School;Married;$80K - $120K;Blue;25944;1987;0.077
3039;50;M;College;Married;$80K - $120K;Blue;17158;1211;0.071
3040;47;M;Graduate;Married;$80K - $120K;Blue;11997;1424;0.119
3041;41;M;Graduate;Married;$80K - $120K;Blue;10873;1514;0.139
3042;50;M;High School;Married;$80K - $120K;Blue;10588;994;0.094
3043;40;M;Graduate;Married;$80K - $120K;Blue;2165;1465;0.677
3044;54;M;Unknown;Married;$80K - $120K;Blue;5774;1519;0.263
3045;41;M;Graduate;Married;$80K - $120K;Blue;12270;0;0
3046;50;M;Graduate;Married;$80K - $120K;Blue;11882;1472;0.124
3047;43;M;Graduate;Married;$80K - $120K;Blue;30357;1255;0.041
3048;38;M;College;Married;$80K - $120K;Blue;6452;1151;0.178
3049;46;M;Graduate;Married;$80K - $120K;Blue;26303;2376;0.09
3050;45;M;Graduate;Married;$80K - $120K;Blue;21630;0;0
3051;41;M;High School;Married;$80K - $120K;Blue;8376;1165;0.139
3052;50;M;Doctorate;Married;$80K - $120K;Blue;18964;2207;0.116
3053;49;M;Unknown;Married;$80K - $120K;Blue;9738;1835;0.188
3054;57;M;Graduate;Married;$80K - $120K;Blue;6248;1493;0.239
3055;59;M;Post-Graduate;Married;$80K - $120K;Blue;6526;489;0.075
3056;45;M;Unknown;Married;$80K - $120K;Blue;9654;2035;0.211
3057;52;M;Post-Graduate;Married;$80K - $120K;Blue;1981;1448;0.731
3058;45;M;Graduate;Married;$80K - $120K;Blue;9705;850;0.088
3059;41;M;Uneducated;Married;$80K - $120K;Gold;34516;1642;0.048
3060;52;M;Graduate;Married;$80K - $120K;Blue;15011;2517;0.168
3061;51;M;College;Married;$80K - $120K;Blue;21543;0;0
3062;41;M;Uneducated;Married;$80K - $120K;Blue;23250;0;0
3063;48;M;Graduate;Married;$80K - $120K;Blue;12882;1402;0.109
3064;50;M;Post-Graduate;Married;$80K - $120K;Blue;28253;0;0
3065;33;M;High School;Married;$80K - $120K;Blue;1630;0;0
3066;50;M;Graduate;Married;$80K - $120K;Blue;12906;321;0.025
3067;52;M;Unknown;Married;$80K - $120K;Blue;7904;0;0
3068;40;M;High School;Married;$80K - $120K;Blue;11502;2066;0.18
3069;35;M;Doctorate;Married;$80K - $120K;Blue;13590;1528;0.112
3070;47;M;Graduate;Married;$80K - $120K;Silver;34516;760;0.022
3071;48;M;Graduate;Married;$80K - $120K;Blue;7970;2434;0.305
3072;45;M;High School;Married;$80K - $120K;Blue;34516;1170;0.034
3073;51;M;Uneducated;Married;$80K - $120K;Blue;24028;0;0
3074;49;M;High School;Married;$80K - $120K;Blue;8051;2138;0.266
3075;50;M;Post-Graduate;Married;$80K - $120K;Blue;1867;1478;0.792
3076;47;M;High School;Married;$80K - $120K;Blue;2888;0;0
3077;52;M;Graduate;Married;$80K - $120K;Blue;11964;800;0.067
3078;46;M;College;Married;$80K - $120K;Blue;33142;0;0
3079;46;M;College;Married;$80K - $120K;Blue;13734;568;0.041
3080;41;M;Graduate;Married;$80K - $120K;Silver;34516;825;0.024
3081;44;M;Uneducated;Married;$80K - $120K;Blue;2558;2016;0.788
3082;41;M;Unknown;Married;$80K - $120K;Blue;3497;0;0
3083;45;M;Uneducated;Married;$80K - $120K;Blue;9234;0;0
3084;46;M;Uneducated;Married;$80K - $120K;Blue;13324;0;0
3085;40;M;Uneducated;Married;$80K - $120K;Blue;1770;584;0.33
3086;46;M;Graduate;Married;$80K - $120K;Blue;19838;1290;0.065
3087;43;M;College;Married;$80K - $120K;Blue;4726;1161;0.246
3088;44;M;College;Married;$80K - $120K;Blue;8241;0;0
3089;51;M;Graduate;Married;$80K - $120K;Blue;19262;1480;0.077
3090;51;M;High School;Married;$80K - $120K;Blue;8169;794;0.097
3091;49;M;Uneducated;Married;$80K - $120K;Blue;2509;450;0.179
3092;44;M;Graduate;Married;$80K - $120K;Blue;12230;1196;0.098
3093;52;M;College;Married;$80K - $120K;Blue;16207;922;0.057
3094;52;M;Doctorate;Married;$80K - $120K;Blue;3022;895;0.296
3095;46;M;Doctorate;Married;$80K - $120K;Blue;12935;1417;0.11
3096;38;M;Graduate;Married;$80K - $120K;Blue;1518;1115;0.735
3097;41;M;Unknown;Married;$80K - $120K;Blue;12114;1379;0.114
3098;49;M;Graduate;Married;$80K - $120K;Blue;17285;1853;0.107
3099;53;M;Graduate;Married;$80K - $120K;Blue;2540;1859;0.732
3100;33;M;Uneducated;Married;$80K - $120K;Blue;1438.3;0;0
3101;36;M;Graduate;Married;$80K - $120K;Blue;5302;2414;0.455
3102;43;M;Graduate;Married;$80K - $120K;Blue;2111;1761;0.834
3103;48;M;Graduate;Married;$80K - $120K;Blue;25658;1721;0.067
3104;43;M;College;Married;$80K - $120K;Blue;32733;1448;0.044
3105;44;M;Uneducated;Married;$80K - $120K;Silver;34516;1043;0.03
3106;33;M;High School;Married;$80K - $120K;Blue;9094;0;0
3107;48;M;Graduate;Married;$80K - $120K;Blue;9030;2369;0.262
3108;51;M;Uneducated;Married;$80K - $120K;Blue;3150;0;0
3109;52;M;Graduate;Married;$80K - $120K;Blue;2866;1882;0.657
3110;51;M;Graduate;Married;$80K - $120K;Blue;6205;2264;0.365
3111;39;M;Graduate;Married;$80K - $120K;Blue;17523;0;0
3112;50;M;College;Married;$80K - $120K;Blue;3606;1862;0.516
3113;46;M;Uneducated;Married;$80K - $120K;Blue;23512;1562;0.066
3114;45;M;High School;Married;$80K - $120K;Blue;9852;2277;0.231
3115;46;M;Uneducated;Married;$80K - $120K;Blue;11434;0;0
3116;46;M;High School;Married;$80K - $120K;Blue;2790;2185;0.783
3117;55;M;Post-Graduate;Married;$80K - $120K;Blue;6400;1979;0.309
3118;48;M;Graduate;Married;$80K - $120K;Blue;2916;0;0
3119;49;M;Unknown;Married;$80K - $120K;Blue;14044;0;0
3120;51;M;Graduate;Married;$80K - $120K;Blue;13587;2374;0.175
3121;48;M;Unknown;Married;$80K - $120K;Blue;12073;0;0
3122;54;M;High School;Married;$80K - $120K;Blue;3288;2517;0.766
3123;51;M;College;Married;$80K - $120K;Blue;1844;1232;0.668
3124;45;M;College;Married;$80K - $120K;Blue;3031;2517;0.83
3125;44;M;Post-Graduate;Married;$80K - $120K;Blue;34058;0;0
3126;43;M;College;Married;$80K - $120K;Blue;14566;1045;0.072
3127;45;M;Graduate;Married;$80K - $120K;Blue;23542;1307;0.056
3128;50;M;Graduate;Married;$80K - $120K;Blue;4601;2517;0.547
3129;50;M;High School;Married;$80K - $120K;Blue;23209;1308;0.056
3130;52;M;Unknown;Married;$80K - $120K;Blue;14858;1594;0.107
3131;42;M;High School;Married;$80K - $120K;Blue;1681;0;0
3132;46;M;High School;Married;$80K - $120K;Blue;11670;915;0.078
3133;40;M;Uneducated;Married;$80K - $120K;Blue;9109;1347;0.148
3134;36;M;Graduate;Married;$80K - $120K;Blue;5015;1963;0.391
3135;46;M;Unknown;Married;$80K - $120K;Blue;10879;860;0.079
3136;39;M;Graduate;Married;$80K - $120K;Blue;2981;757;0.254
3137;45;M;Unknown;Married;$80K - $120K;Blue;19099;2517;0.132
3138;53;M;Unknown;Married;$80K - $120K;Blue;1837;875;0.476
3139;42;M;Post-Graduate;Married;$80K - $120K;Blue;13908;0;0
3140;51;M;High School;Married;$80K - $120K;Blue;9186;0;0
3141;50;M;Post-Graduate;Married;$80K - $120K;Blue;9873;1276;0.129
3142;61;M;Uneducated;Married;$80K - $120K;Blue;1438.3;0;0
3143;49;M;Graduate;Married;$80K - $120K;Blue;4576;193;0.042
3144;51;M;Unknown;Married;$80K - $120K;Blue;3861;622;0.161
3145;49;M;College;Married;$80K - $120K;Blue;29219;0;0
3146;51;M;Unknown;Married;$80K - $120K;Blue;24462;946;0.039
3147;40;M;High School;Married;$80K - $120K;Blue;9599;2356;0.245
3148;38;M;College;Married;$80K - $120K;Blue;3976;1667;0.419
3149;36;M;Graduate;Married;$80K - $120K;Blue;2262;1450;0.641
3150;38;M;Unknown;Married;$80K - $120K;Blue;3224;0;0
3151;54;M;Unknown;Married;$80K - $120K;Blue;1621;618;0.381
3152;45;M;Doctorate;Married;$80K - $120K;Blue;2226;1229;0.552
3153;54;M;Graduate;Married;$80K - $120K;Blue;11114;2482;0.223
3154;48;M;High School;Married;$80K - $120K;Blue;10761;1722;0.16
3155;45;M;High School;Married;$80K - $120K;Silver;34516;1495;0.043
3156;50;M;High School;Married;$80K - $120K;Blue;5384;1396;0.259
3157;53;M;Post-Graduate;Married;$80K - $120K;Blue;13679;0;0
3158;41;M;College;Married;$80K - $120K;Blue;5037;1670;0.332
3159;39;M;College;Married;$80K - $120K;Blue;4618;0;0
3160;43;M;Uneducated;Married;$80K - $120K;Blue;4654;1349;0.29
3161;56;M;College;Married;$80K - $120K;Blue;10214;1433;0.14
3162;45;M;Graduate;Married;$80K - $120K;Blue;3081;2517;0.817
3163;56;M;Graduate;Married;$80K - $120K;Blue;8688;0;0
3164;41;M;College;Married;$80K - $120K;Blue;3306;706;0.214
3165;42;M;Graduate;Married;$80K - $120K;Blue;8480;1339;0.158
3166;46;M;Graduate;Married;$80K - $120K;Blue;2171;1043;0.48
3167;48;M;College;Married;$80K - $120K;Blue;3430;2517;0.734
3168;43;M;High School;Married;$80K - $120K;Silver;34516;2045;0.059
3169;45;M;Unknown;Married;$80K - $120K;Blue;3798;1570;0.413
3170;45;M;Doctorate;Married;$80K - $120K;Blue;1438.3;1162;0.808
3171;53;M;Unknown;Married;$80K - $120K;Blue;16747;0;0
3172;34;M;High School;Married;$80K - $120K;Blue;1439;0;0
3173;49;M;High School;Married;$80K - $120K;Blue;24256;1076;0.044
3174;47;M;Post-Graduate;Married;$80K - $120K;Blue;30300;1166;0.038
3175;51;M;Graduate;Married;$80K - $120K;Blue;7088;1750;0.247
3176;48;M;Graduate;Married;$80K - $120K;Blue;4963;2115;0.426
3177;43;M;Graduate;Married;$80K - $120K;Blue;23459;2305;0.098
3178;42;M;High School;Married;$80K - $120K;Blue;18177;841;0.046
3179;44;M;Post-Graduate;Married;$80K - $120K;Blue;34516;1807;0.052
3180;44;M;Uneducated;Married;$80K - $120K;Blue;34496;1665;0.048
3181;51;M;Graduate;Married;$80K - $120K;Gold;34516;761;0.022
3182;47;M;Post-Graduate;Married;$80K - $120K;Blue;27720;2414;0.087
3183;41;M;Graduate;Married;$80K - $120K;Blue;34516;2109;0.061
3184;42;M;Unknown;Married;$80K - $120K;Blue;7537;1239;0.164
3185;47;M;Graduate;Married;$80K - $120K;Silver;34516;1913;0.055
3186;49;M;Unknown;Married;$80K - $120K;Blue;26882;1673;0.062
3187;52;M;Graduate;Married;$80K - $120K;Blue;23070;1701;0.074
3188;44;M;Doctorate;Married;$80K - $120K;Blue;25894;2517;0.097
3189;51;M;College;Married;$80K - $120K;Silver;34516;0;0
3190;49;M;Graduate;Married;$80K - $120K;Silver;34516;1118;0.032
3191;41;M;Graduate;Married;$80K - $120K;Blue;12578;2517;0.2
3192;49;M;Uneducated;Married;$80K - $120K;Blue;8561;915;0.107
3193;49;M;Uneducated;Married;$80K - $120K;Blue;4778;1351;0.283
3194;47;M;Uneducated;Married;$80K - $120K;Blue;31987;0;0
3195;44;M;Graduate;Married;$80K - $120K;Gold;34516;942;0.027
3196;40;M;Unknown;Married;$80K - $120K;Blue;34516;2330;0.068
3197;50;M;Graduate;Married;$80K - $120K;Silver;34516;2517;0.073
3198;46;M;Graduate;Married;$80K - $120K;Blue;11901;2517;0.211
3199;51;M;Post-Graduate;Married;$80K - $120K;Silver;34516;989;0.029
3200;49;M;High School;Married;$80K - $120K;Blue;7667;2191;0.286
3201;50;M;Unknown;Married;$80K - $120K;Blue;34516;1466;0.042
3202;41;M;Post-Graduate;Married;$80K - $120K;Blue;21751;1573;0.072
3203;48;M;Graduate;Married;$80K - $120K;Blue;27984;1793;0.064
3204;52;M;Graduate;Married;$80K - $120K;Blue;33256;928;0.028
3205;46;M;Uneducated;Married;$80K - $120K;Blue;17698;1769;0.1
3206;52;M;Graduate;Married;$80K - $120K;Blue;34516;1369;0.04
3207;50;M;Graduate;Married;$80K - $120K;Silver;34516;925;0.027
3208;42;M;Graduate;Married;$80K - $120K;Blue;30117;2129;0.071
3209;44;M;High School;Married;$80K - $120K;Blue;10908;0;0
3210;45;M;Graduate;Married;$80K - $120K;Blue;29227;1151;0.039
3211;48;M;Graduate;Married;$80K - $120K;Blue;28307;1506;0.053
3212;47;M;Uneducated;Married;$80K - $120K;Blue;13356;1497;0.112
3213;41;M;Unknown;Married;$80K - $120K;Blue;28687;1607;0.056
3214;39;M;High School;Married;$80K - $120K;Blue;19150;1093;0.057
3215;51;M;Graduate;Married;$80K - $120K;Blue;11765;1429;0.121
3216;49;M;Unknown;Married;$80K - $120K;Blue;29890;0;0
3217;51;M;Uneducated;Married;$80K - $120K;Silver;34516;0;0
3218;47;M;College;Married;$80K - $120K;Blue;5660;2210;0.39
3219;49;M;Uneducated;Married;$80K - $120K;Blue;20734;2517;0.121
3220;49;M;Graduate;Married;$80K - $120K;Blue;9959;2216;0.223
3221;45;M;High School;Married;$80K - $120K;Blue;25601;1384;0.054
3222;44;M;Graduate;Married;$80K - $120K;Blue;19141;1933;0.101
3223;56;M;High School;Married;$80K - $120K;Blue;29394;1002;0.034
