CLIENTNUM;Customer_Age;Gender;Education_Level;Marital_Status;Income_Category;Card_Category;Credit_Limit;Total_Revolving_Bal;Avg_Utilization_Ratio,;;;;;;;;;;
788827308;65;M;Graduate;Married;Less than $40K;Blue;4507;1574;0.349,;;;;;;;;;;
710180958;43;M;High School;Single;$40K - $60K;Blue;3040;2517;0.828,;;;;;;;;;;
778346283;53;M;Graduate;Married;$120K +;Blue;21006;1905;0.091,;;;;;;;;;;
787547208;48;F;College;Single;Less than $40K;Blue;7326;1710;0.233,;;;;;;;;;;
714983283;39;F;High School;Single;Less than $40K;Blue;3651;0;0,;;;;;;;;;;
789344358;57;F;Unknown;Married;Less than $40K;Blue;3416;2468;0.722,;;;;;;;;;;
710406633;51;F;Uneducated;Married;Unknown;Blue;3664;0;0,;;;;;;;;;;
767653233;48;M;Graduate;Married;$60K - $80K;Blue;6085;930;0.153,;;;;;;;;;;
719461008;51;M;High School;Married;$60K - $80K;Blue;22332;1748;0.078,;;;;;;;;;;
789731433;26;F;Unknown;Single;Less than $40K;Blue;2063;1390;0.674,;;;;;;;;;;
775198608;38;F;Graduate;Married;Less than $40K;Blue;4429;0;0,;;;;;;;;;;
717567333;35;M;Graduate;Married;$60K - $80K;Blue;3991;1982;0.497,;;;;;;;;;;
772794108;46;F;Doctorate;Single;Less than $40K;Blue;2201;651;0.296,;;;;;;;;;;
712072908;48;M;College;Single;$80K - $120K;Blue;2852;736;0.258,;;;;;;;;;;
709328733;49;F;Uneducated;Married;Less than $40K;Blue;9723;2459;0.253,;;;;;;;;;;
788107683;35;M;High School;Married;$40K - $60K;Blue;5325;1318;0.248,;;;;;;;;;;
713757633;65;F;Unknown;Married;$40K - $60K;Blue;7427;1303;0.175,;;;;;;;;;;
713279808;53;M;Unknown;Married;$60K - $80K;Blue;5619;1310;0.233,;;;;;;;;;;
712440483;54;F;Uneducated;Married;Less than $40K;Blue;5413;1836;0.339,;;;;;;;;;;
715078383;64;F;Graduate;Married;Unknown;Blue;7646;1010;0.132,;;;;;;;;;;
709214358;39;F;Graduate;Divorced;Unknown;Blue;2420;1422;0.588,;;;;;;;;;;
778399008;50;M;High School;Married;$80K - $120K;Blue;4252;0;0,;;;;;;;;;;
811534983;54;F;Graduate;Married;Less than $40K;Blue;2031;1069;0.526,;;;;;;;;;;
719728383;38;F;Graduate;Married;Unknown;Blue;6861;1598;0.233,;;;;;;;;;;
718726833;39;M;High School;Married;$80K - $120K;Blue;3327;0;0,;;;;;;;;;;
780605508;53;M;Unknown;Married;$40K - $60K;Blue;2885;1433;0.497,;;;;;;;;;;
719450508;53;M;High School;Married;$120K +;Blue;7272;2037;0.28,;;;;;;;;;;
711213108;32;M;College;Divorced;$80K - $120K;Blue;34516;0;0,;;;;;;;;;;
708488208;57;F;Uneducated;Married;Less than $40K;Blue;2515;1922;0.764,;;;;;;;;;;
717206508;65;F;High School;Married;Less than $40K;Blue;2798;1806;0.645,;;;;;;;;;;
821836008;57;M;Uneducated;Single;$80K - $120K;Blue;34516;2099;0.061,;;;;;;;;;;
807244983;65;F;College;Married;Less than $40K;Blue;1438.3;680;0.473,;;;;;;;;;;
821872758;65;M;High School;Single;Less than $40K;Silver;12609;2517;0.2,;;;;;;;;;;
809959683;55;M;College;Married;$80K - $120K;Blue;19159;2108;0.11,;;;;;;;;;;
715079208;54;M;College;Married;$80K - $120K;Blue;9642;2517;0.261,;;;;;;;;;;
767049258;44;M;High School;Single;$120K +;Blue;8396;1672;0.199,;;;;;;;;;;
709579383;58;M;Uneducated;Married;$80K - $120K;Blue;6978;1148;0.165,;;;;;;;;;;
781923483;53;F;College;Married;$40K - $60K;Blue;2459;1733;0.705,;;;;;;;;;;
718654533;33;F;High School;Single;Less than $40K;Silver;12956;0;0,;;;;;;;;;;
716169258;47;F;Graduate;Married;Less than $40K;Blue;7128;1560;0.219,;;;;;;;;;;
713908683;51;M;Unknown;Single;$80K - $120K;Blue;18749;1314;0.07,;;;;;;;;;;
708212658;38;F;Graduate;Married;Less than $40K;Blue;2193;1260;0.575,;;;;;;;;;;
756013833;57;M;Doctorate;Married;$80K - $120K;Blue;4522;1861;0.412,;;;;;;;;;;
719358333;36;M;Uneducated;Married;$40K - $60K;Blue;2157;574;0.266,;;;;;;;;;;
713735508;35;M;Uneducated;Married;$80K - $120K;Blue;11927;675;0.057,;;;;;;;;;;
805259733;55;F;Unknown;Married;Unknown;Blue;11341;0;0,;;;;;;;;;;
738749733;57;F;Doctorate;Married;Unknown;Blue;7345;1814;0.247,;;;;;;;;;;
814833408;56;M;Doctorate;Married;$60K - $80K;Blue;6036;1409;0.233,;;;;;;;;;;
719182308;38;F;High School;Single;Less than $40K;Blue;2096;1567;0.748,;;;;;;;;;;
818497758;54;F;Graduate;Married;Less than $40K;Blue;1906;1271;0.667,;;;;;;;;;;
719518308;48;M;Unknown;Unknown;$80K - $120K;Blue;5039;0;0,;;;;;;;;;;
709991883;53;M;Graduate;Married;$80K - $120K;Blue;6214;1147;0.185,;;;;;;;;;;
770901258;30;F;Graduate;Married;Less than $40K;Blue;1512;810;0.536,;;;;;;;;;;
711499158;47;M;Uneducated;Married;$80K - $120K;Silver;34516;733;0.021,;;;;;;;;;;
720445533;60;F;College;Married;Less than $40K;Blue;3346;922;0.276,;;;;;;;;;;
809951133;54;M;College;Single;$120K +;Blue;34516;0;0,;;;;;;;;;;
714657108;37;F;Uneducated;Married;Less than $40K;Blue;6660;1362;0.205,;;;;;;;;;;
789048858;32;F;Post-Graduate;Married;Less than $40K;Blue;2234;1865;0.835,;;;;;;;;;;
771816408;44;F;Uneducated;Married;Less than $40K;Blue;9671;704;0.073,;;;;;;;;;;
798158808;53;F;College;Single;$40K - $60K;Blue;6605;1479;0.224,;;;;;;;;;;
787685658;43;M;High School;Divorced;$80K - $120K;Blue;3083;1898;0.616,;;;;;;;;;;
720141408;49;F;Graduate;Single;Less than $40K;Blue;5456;951;0.174,;;;;;;;;;;
788699808;38;F;Unknown;Single;Unknown;Blue;4394;0;0,;;;;;;;;;;
708216108;56;F;College;Married;$40K - $60K;Blue;4088;1557;0.381,;;;;;;;;;;
715074258;26;F;Graduate;Single;$40K - $60K;Blue;3930;0;0,;;;;;;;;;;
771653583;58;M;High School;Married;$60K - $80K;Blue;4188;1147;0.274,;;;;;;;;;;
717374358;33;M;Unknown;Married;$60K - $80K;Blue;3637;1998;0.549,;;;;;;;;;;
720836808;35;M;High School;Single;$80K - $120K;Blue;11521;1147;0.1,;;;;;;;;;;
818701383;37;M;High School;Married;$60K - $80K;Blue;2253;1667;0.74,;;;;;;;;;;
717277833;27;F;Graduate;Single;Unknown;Blue;2339;2080;0.889,;;;;;;;;;;
778137108;43;M;High School;Single;$80K - $120K;Blue;30503;2517;0.083,;;;;;;;;;;
720973833;49;M;Graduate;Divorced;$60K - $80K;Blue;4596;0;0,;;;;;;;;;;
768490458;49;M;Uneducated;Married;$80K - $120K;Blue;5701;2517;0.442,;;;;;;;;;;
751487358;39;F;Graduate;Married;Less than $40K;Blue;3221;0;0,;;;;;;;;;;
712742808;41;F;Uneducated;Married;Less than $40K;Blue;3022;1142;0.378,;;;;;;;;;;
712820208;32;F;High School;Divorced;Less than $40K;Blue;2699;1609;0.596,;;;;;;;;;;
794649858;58;F;Uneducated;Married;Less than $40K;Blue;2210;1624;0.735,;;;;;;;;;;
755262933;56;M;Post-Graduate;Married;$60K - $80K;Blue;1438.3;0;0,;;;;;;;;;;
709541433;37;M;Graduate;Married;Less than $40K;Blue;2041;1687;0.827,;;;;;;;;;;
820622433;39;M;High School;Married;$120K +;Blue;3250;1698;0.522,;;;;;;;;;;
712586583;26;F;Graduate;Single;$40K - $60K;Blue;1643;1101;0.67,;;;;;;;;;;
709816158;31;F;Unknown;Single;Unknown;Silver;34516;0;0,;;;;;;;;;;
712196508;46;F;High School;Single;Unknown;Blue;29543;1164;0.039,;;;;;;;;;;
767269908;36;M;College;Married;$120K +;Blue;3158;0;0,;;;;;;;;;;
710927733;39;M;Unknown;Married;$80K - $120K;Blue;2899;1999;0.69,;;;;;;;;;;
711310908;53;F;College;Married;Less than $40K;Blue;2972;2160;0.727,;;;;;;;;;;
788862333;38;F;Uneducated;Married;Less than $40K;Blue;5645;0;0,;;;;;;;;;;
713194608;37;M;Graduate;Married;Less than $40K;Blue;2463;1751;0.711,;;;;;;;;;;
793550958;47;F;Graduate;Married;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
712607583;56;M;College;Divorced;$80K - $120K;Blue;34516;1477;0.043,;;;;;;;;;;
713921058;55;F;High School;Married;Less than $40K;Blue;2897;1601;0.553,;;;;;;;;;;
709183683;31;F;Uneducated;Single;Less than $40K;Blue;5391;0;0,;;;;;;;;;;
713407458;62;F;Graduate;Single;Unknown;Blue;2870;2284;0.796,;;;;;;;;;;
715241583;34;M;High School;Married;$120K +;Blue;23959;2517;0.105,;;;;;;;;;;
710475408;33;M;High School;Married;$60K - $80K;Blue;14918;2028;0.136,;;;;;;;;;;
708971583;38;F;Uneducated;Single;Less than $40K;Blue;3590;1924;0.536,;;;;;;;;;;
714547458;65;M;Graduate;Married;$40K - $60K;Blue;2297;0;0,;;;;;;;;;;
827631483;57;M;High School;Married;$80K - $120K;Blue;25058;1710;0.068,;;;;;;;;;;
711159108;58;F;High School;Married;Less than $40K;Blue;7418;396;0.053,;;;;;;;;;;
789262683;60;M;Unknown;Divorced;$40K - $60K;Blue;3012;0;0,;;;;;;;;;;
712940508;39;M;Unknown;Single;$40K - $60K;Blue;4562;1721;0.377,;;;;;;;;;;
789733008;39;F;High School;Married;Unknown;Blue;10723;1529;0.143,;;;;;;;;;;
714703158;39;F;High School;Married;Less than $40K;Blue;1578;760;0.482,;;;;;;;;;;
710255208;60;M;Uneducated;Married;Less than $40K;Blue;2094;1560;0.745,;;;;;;;;;;
779236083;37;F;High School;Married;Less than $40K;Blue;4138;0;0,;;;;;;;;;;
713438358;41;F;Graduate;Married;Unknown;Blue;5417;1904;0.351,;;;;;;;;;;
715973583;56;M;Uneducated;Married;$120K +;Blue;34516;1047;0.03,;;;;;;;;;;
794113758;60;M;High School;Married;$60K - $80K;Blue;9592;1968;0.205,;;;;;;;;;;
709452633;56;F;High School;Single;Less than $40K;Blue;8881;2145;0.242,;;;;;;;;;;
788210583;62;M;College;Married;$40K - $60K;Blue;1438.3;0;0,;;;;;;;;;;
717784983;41;F;Uneducated;Married;Less than $40K;Blue;3893;1157;0.297,;;;;;;;;;;
786557358;44;F;Unknown;Married;Less than $40K;Blue;3242;799;0.246,;;;;;;;;;;
768460908;59;M;Graduate;Single;$40K - $60K;Blue;6035;1392;0.231,;;;;;;;;;;
718899708;55;F;College;Married;Unknown;Blue;17642;1846;0.105,;;;;;;;;;;
714697533;26;M;High School;Single;$60K - $80K;Blue;4327;0;0,;;;;;;;;;;
713206683;40;M;Graduate;Single;$80K - $120K;Silver;34516;0;0,;;;;;;;;;;
708679383;44;F;Unknown;Unknown;Less than $40K;Blue;4852;1777;0.366,;;;;;;;;;;
713067033;37;M;Uneducated;Single;Unknown;Blue;7147;1424;0.199,;;;;;;;;;;
789314133;37;M;High School;Married;$60K - $80K;Blue;10320;1799;0.174,;;;;;;;;;;
713956308;65;F;Graduate;Married;Less than $40K;Blue;3297;2297;0.697,;;;;;;;;;;
711595833;46;M;College;Married;$60K - $80K;Blue;9981;807;0.081,;;;;;;;;;;
779521533;53;M;High School;Married;$120K +;Blue;3329;1092;0.328,;;;;;;;;;;
715225458;56;F;Uneducated;Married;Less than $40K;Blue;5991;1993;0.333,;;;;;;;;;;
716487408;48;M;Graduate;Married;$40K - $60K;Blue;3235;2517;0.778,;;;;;;;;;;
719338383;34;M;High School;Married;$120K +;Blue;6259;1063;0.17,;;;;;;;;;;
710523333;65;M;Graduate;Married;Less than $40K;Blue;2541;1616;0.636,;;;;;;;;;;
787489083;55;M;Post-Graduate;Married;$80K - $120K;Blue;21351;2517;0.118,;;;;;;;;;;
720747633;32;M;Unknown;Married;$40K - $60K;Blue;8998;1471;0.163,;;;;;;;;;;
779480658;58;F;Graduate;Married;Unknown;Blue;10247;1600;0.156,;;;;;;;;;;
711498258;54;M;High School;Married;$120K +;Blue;20311;1655;0.081,;;;;;;;;;;
709316433;52;M;High School;Single;$60K - $80K;Silver;33182;1997;0.06,;;;;;;;;;;
778734108;36;M;Uneducated;Married;$60K - $80K;Blue;1686;1252;0.743,;;;;;;;;;;
778388358;56;M;Graduate;Single;$60K - $80K;Blue;4742;855;0.18,;;;;;;;;;;
716773533;33;M;Graduate;Married;$60K - $80K;Blue;1726;1215;0.704,;;;;;;;;;;
822130683;61;M;Graduate;Married;$80K - $120K;Blue;8420;1389;0.165,;;;;;;;;;;
717268458;61;M;Graduate;Married;$60K - $80K;Blue;3352;1713;0.511,;;;;;;;;;;
827888433;43;M;Uneducated;Single;$40K - $60K;Blue;6648;2242;0.337,;;;;;;;;;;
716522583;48;F;College;Divorced;Less than $40K;Blue;2335;1845;0.79,;;;;;;;;;;
789415983;36;M;Graduate;Married;$60K - $80K;Blue;12397;1001;0.081,;;;;;;;;;;
719819958;34;M;Uneducated;Married;$40K - $60K;Blue;1438.3;708;0.492,;;;;;;;;;;
769579608;53;F;Graduate;Single;Less than $40K;Blue;2240;1601;0.715,;;;;;;;;;;
772353408;43;F;Unknown;Single;$40K - $60K;Blue;5330;1161;0.218,;;;;;;;;;;
716615583;61;F;High School;Married;Less than $40K;Blue;1795;794;0.442,;;;;;;;;;;
781131483;55;M;High School;Married;$80K - $120K;Blue;5741;1894;0.33,;;;;;;;;;;
719101908;51;F;Graduate;Married;Unknown;Blue;2002;1248;0.623,;;;;;;;;;;
720521808;38;M;Graduate;Single;$80K - $120K;Blue;25662;1515;0.059,;;;;;;;;;;
718136283;52;M;Uneducated;Single;$80K - $120K;Blue;22103;1515;0.069,;;;;;;;;;;
778855383;36;F;High School;Married;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
779722308;45;F;High School;Married;$40K - $60K;Blue;12355;0;0,;;;;;;;;;;
818926833;34;F;College;Married;$40K - $60K;Blue;2000;0;0,;;;;;;;;;;
721217283;27;M;Graduate;Single;$120K +;Blue;8713;1354;0.155,;;;;;;;;;;
717167283;49;F;Unknown;Divorced;Less than $40K;Blue;9165;0;0,;;;;;;;;;;
713371233;43;F;Graduate;Married;Less than $40K;Silver;11583;631;0.054,;;;;;;;;;;
778426608;52;M;Graduate;Married;$80K - $120K;Blue;1438.3;702;0.488,;;;;;;;;;;
713823033;31;F;Unknown;Married;Unknown;Blue;8149;0;0,;;;;;;;;;;
787515333;40;M;Uneducated;Married;$80K - $120K;Blue;3616;1151;0.318,;;;;;;;;;;
710944608;39;M;Graduate;Unknown;$80K - $120K;Blue;8434;2222;0.263,;;;;;;;;;;
718444233;45;M;Graduate;Married;$60K - $80K;Blue;9791;1311;0.134,;;;;;;;;;;
771099183;37;F;Graduate;Single;Less than $40K;Blue;8444;1945;0.23,;;;;;;;;;;
770241333;49;F;Graduate;Divorced;Less than $40K;Blue;2228;1003;0.45,;;;;;;;;;;
710819733;56;M;Graduate;Married;$120K +;Blue;12211;0;0,;;;;;;;;;;
772155108;62;F;High School;Married;Less than $40K;Blue;1438.3;0;0,;;;;;;;;;;
798796233;37;F;High School;Married;$40K - $60K;Blue;1586;1038;0.654,;;;;;;;;;;
815472108;42;M;High School;Single;$40K - $60K;Blue;2247;1045;0.465,;;;;;;;;;;
769145733;36;M;Graduate;Single;$60K - $80K;Blue;2789;1584;0.568,;;;;;;;;;;
783364233;59;M;Graduate;Married;$40K - $60K;Blue;4241;0;0,;;;;;;;;;;
772236108;40;F;Graduate;Married;Unknown;Blue;8398;1892;0.225,;;;;;;;;;;
715640358;43;M;High School;Single;$40K - $60K;Blue;4112;768;0.187,;;;;;;;;;;
713529858;29;M;Graduate;Divorced;$40K - $60K;Silver;15578;1383;0.089,;;;;;;;;;;
715684308;42;F;Graduate;Married;$40K - $60K;Blue;4008;1636;0.408,;;;;;;;;;;
709451508;63;F;High School;Married;Unknown;Blue;12766;0;0,;;;;;;;;;;
709204158;36;F;Post-Graduate;Single;Less than $40K;Blue;3438;1129;0.328,;;;;;;;;;;
713182458;53;M;High School;Married;$80K - $120K;Blue;16692;2446;0.147,;;;;;;;;;;
710624658;36;F;Uneducated;Married;Less than $40K;Blue;4066;1639;0.403,;;;;;;;;;;
716355783;36;M;Unknown;Married;$60K - $80K;Blue;13080;0;0,;;;;;;;;;;
716793108;26;M;College;Single;Less than $40K;Blue;1934;1070;0.553,;;;;;;;;;;
716162583;45;F;Unknown;Single;Less than $40K;Blue;3230;2517;0.779,;;;;;;;;;;
714051033;55;F;Graduate;Married;Less than $40K;Blue;3615;1699;0.47,;;;;;;;;;;
715007583;61;F;Unknown;Unknown;Unknown;Blue;1801;0;0,;;;;;;;;;;
719139558;26;M;Uneducated;Single;Less than $40K;Blue;2665;1567;0.588,;;;;;;;;;;
794632308;40;M;Graduate;Married;$60K - $80K;Silver;28822;2517;0.087,;;;;;;;;;;
770662383;38;M;Graduate;Single;$40K - $60K;Blue;14632;1158;0.079,;;;;;;;;;;
714787383;32;F;College;Married;Unknown;Blue;6715;1314;0.196,;;;;;;;;;;
714700158;53;M;Unknown;Married;$60K - $80K;Blue;6658;1761;0.264,;;;;;;;;;;
710581758;52;F;Graduate;Single;$40K - $60K;Blue;3360;1219;0.363,;;;;;;;;;;
720497958;29;M;Graduate;Married;$80K - $120K;Blue;14853;0;0,;;;;;;;;;;
720920058;38;M;Graduate;Married;$60K - $80K;Blue;4800;1212;0.252,;;;;;;;;;;
710872233;27;M;Unknown;Single;$40K - $60K;Blue;4610;0;0,;;;;;;;;;;
709855608;46;F;High School;Married;Less than $40K;Blue;1438.3;981;0.682,;;;;;;;;;;
815484783;57;M;Uneducated;Single;$60K - $80K;Blue;8377;1211;0.145,;;;;;;;;;;
771602883;42;M;High School;Single;$80K - $120K;Blue;4147;1719;0.415,;;;;;;;;;;
755953308;62;F;Post-Graduate;Married;$40K - $60K;Blue;2644;2207;0.835,;;;;;;;;;;
758408883;37;F;Graduate;Unknown;$40K - $60K;Blue;13355;1631;0.122,;;;;;;;;;;
717940008;57;F;Unknown;Divorced;$40K - $60K;Blue;3251;1887;0.58,;;;;;;;;;;
720917808;35;M;High School;Single;$40K - $60K;Blue;2100;950;0.452,;;;;;;;;;;
812801958;55;F;Unknown;Married;Less than $40K;Blue;3566;1401;0.393,;;;;;;;;;;
714997683;56;F;Graduate;Married;Unknown;Blue;14915;1111;0.074,;;;;;;;;;;
709379283;39;M;Graduate;Married;$60K - $80K;Blue;13003;0;0,;;;;;;;;;;
711840408;64;M;College;Married;Less than $40K;Blue;2492;1424;0.571,;;;;;;;;;;
785328408;37;F;Graduate;Married;Less than $40K;Blue;1758;1180;0.671,;;;;;;;;;;
719873808;34;M;College;Married;$60K - $80K;Blue;5510;1604;0.291,;;;;;;;;;;
715528983;46;M;Uneducated;Divorced;$60K - $80K;Blue;17196;1646;0.096,;;;;;;;;;;
720254883;65;F;High School;Married;$40K - $60K;Blue;5877;1697;0.289,;;;;;;;;;;
811980858;36;M;Graduate;Married;$60K - $80K;Blue;7667;0;0,;;;;;;;;;;
711330408;35;F;College;Married;$40K - $60K;Blue;2939;1865;0.635,;;;;;;;;;;
718465458;49;M;Unknown;Single;$80K - $120K;Blue;5898;1348;0.229,;;;;;;;;;;
710616183;46;F;Uneducated;Single;Unknown;Blue;19995;0;0,;;;;;;;;;;
714580158;26;M;Post-Graduate;Married;$40K - $60K;Blue;2773;2080;0.75,;;;;;;;;;;
710798883;52;M;Graduate;Single;$60K - $80K;Blue;3323;2310;0.695,;;;;;;;;;;
720511608;38;F;Graduate;Married;Unknown;Blue;16049;799;0.05,;;;;;;;;;;
708913233;37;M;High School;Married;$40K - $60K;Blue;3601;1236;0.343,;;;;;;;;;;
788038383;33;F;Graduate;Married;Less than $40K;Blue;2307;1385;0.6,;;;;;;;;;;
719905908;59;M;Uneducated;Married;$60K - $80K;Blue;3742;1175;0.314,;;;;;;;;;;
807044958;34;M;High School;Married;$40K - $60K;Blue;2937;869;0.296,;;;;;;;;;;
719514783;39;F;Post-Graduate;Unknown;Unknown;Blue;3209;2517;0.784,;;;;;;;;;;
787643658;59;M;Graduate;Married;$60K - $80K;Blue;12554;2169;0.173,;;;;;;;;;;
779138883;50;M;Graduate;Married;$60K - $80K;Blue;4702;0;0,;;;;;;;;;;
708173433;26;F;Unknown;Single;$40K - $60K;Blue;5645;2324;0.412,;;;;;;;;;;
778401033;32;M;High School;Married;$60K - $80K;Blue;14308;1889;0.132,;;;;;;;;;;
818375733;51;F;College;Married;$40K - $60K;Blue;4882;695;0.142,;;;;;;;;;;
711048783;41;M;Doctorate;Married;$80K - $120K;Blue;33405;0;0,;;;;;;;;;;
721415658;39;F;Graduate;Married;$40K - $60K;Blue;2700;2220;0.822,;;;;;;;;;;
717961458;49;F;Uneducated;Single;Less than $40K;Blue;2934;2381;0.812,;;;;;;;;;;
718563483;30;M;Unknown;Divorced;$120K +;Blue;1548;0;0,;;;;;;;;;;
717128283;40;F;High School;Unknown;Less than $40K;Blue;5525;2409;0.436,;;;;;;;;;;
718068933;36;F;Uneducated;Single;Less than $40K;Blue;5750;1521;0.265,;;;;;;;;;;
718623783;56;M;College;Married;$120K +;Blue;27157;1547;0.057,;;;;;;;;;;
716565258;37;M;Doctorate;Single;$80K - $120K;Blue;12830;0;0,;;;;;;;;;;
712505658;51;F;Unknown;Single;Less than $40K;Blue;5530;1999;0.361,;;;;;;;;;;
792565908;36;F;Uneducated;Single;Less than $40K;Blue;2684;1474;0.549,;;;;;;;;;;
709267308;62;M;Graduate;Married;$80K - $120K;Blue;2437;1400;0.574,;;;;;;;;;;
710035008;31;F;Uneducated;Single;Less than $40K;Blue;3827;1397;0.365,;;;;;;;;;;
790082508;42;M;High School;Single;$120K +;Blue;34516;1658;0.048,;;;;;;;;;;
716866308;38;M;High School;Married;$60K - $80K;Blue;5940;1101;0.185,;;;;;;;;;;
709707033;45;M;Graduate;Single;$60K - $80K;Blue;13162;0;0,;;;;;;;;;;
718346658;50;F;Graduate;Married;Less than $40K;Blue;1963;1357;0.691,;;;;;;;;;;
824157858;58;M;Graduate;Married;$80K - $120K;Blue;18713;1022;0.055,;;;;;;;;;;
709735008;35;M;High School;Married;$80K - $120K;Blue;3023;1435;0.475,;;;;;;;;;;
814593858;58;M;High School;Single;$120K +;Blue;6103;1798;0.295,;;;;;;;;;;
718416858;42;M;Graduate;Married;$60K - $80K;Blue;10607;2517;0.237,;;;;;;;;;;
710307933;32;F;College;Single;Less than $40K;Blue;2917;2517;0.863,;;;;;;;;;;
715870758;35;M;Graduate;Married;$120K +;Blue;34516;1018;0.029,;;;;;;;;;;
713819283;51;M;Uneducated;Married;$80K - $120K;Blue;25197;2517;0.1,;;;;;;;;;;
710424408;63;M;Graduate;Married;Less than $40K;Blue;2743;1815;0.662,;;;;;;;;;;
709493283;42;M;Unknown;Single;$120K +;Blue;4111;1233;0.3,;;;;;;;;;;
712489158;36;F;Uneducated;Single;Unknown;Blue;3667;948;0.259,;;;;;;;;;;
719013108;42;M;Graduate;Divorced;$40K - $60K;Blue;3178;1800;0.566,;;;;;;;;;;
721178583;37;F;Graduate;Unknown;Unknown;Blue;5674;0;0,;;;;;;;;;;
717769008;38;M;Graduate;Married;$80K - $120K;Blue;11444;1278;0.112,;;;;;;;;;;
709986633;29;M;High School;Married;$40K - $60K;Blue;1438.3;0;0,;;;;;;;;;;
721062408;54;M;Uneducated;Divorced;$40K - $60K;Blue;6387;1597;0.25,;;;;;;;;;;
771349458;33;M;Graduate;Married;$40K - $60K;Blue;5657;1792;0.317,;;;;;;;;;;
780557658;63;F;Uneducated;Married;Unknown;Blue;11827;0;0,;;;;;;;;;;
771441558;49;M;Post-Graduate;Married;$60K - $80K;Blue;2608;1589;0.609,;;;;;;;;;;
756409758;44;F;Graduate;Married;Less than $40K;Blue;3203;2076;0.648,;;;;;;;;;;
720009558;33;F;College;Single;Unknown;Gold;34516;1540;0.045,;;;;;;;;;;
778885158;57;M;Uneducated;Married;$80K - $120K;Blue;2472;2457;0.994,;;;;;;;;;;
715543908;52;F;Uneducated;Married;Less than $40K;Blue;2147;1173;0.546,;;;;;;;;;;
717591483;52;F;Graduate;Single;Less than $40K;Blue;3416;2044;0.598,;;;;;;;;;;
715042608;39;F;Doctorate;Married;Unknown;Blue;8058;791;0.098,;;;;;;;;;;
755959683;50;F;Unknown;Unknown;Unknown;Blue;3410;2281;0.669,;;;;;;;;;;
715367058;43;M;College;Unknown;$60K - $80K;Blue;19044;0;0,;;;;;;;;;;
714573258;36;M;Post-Graduate;Single;$60K - $80K;Blue;1606;798;0.497,;;;;;;;;;;
712281183;55;M;Graduate;Married;$120K +;Blue;24336;856;0.035,;;;;;;;;;;
717670758;30;F;Graduate;Single;Less than $40K;Blue;5030;1327;0.264,;;;;;;;;;;
720666333;36;M;Unknown;Married;$120K +;Blue;24577;0;0,;;;;;;;;;;
771556308;26;F;High School;Single;Less than $40K;Blue;3517;1195;0.34,;;;;;;;;;;
708931908;48;M;High School;Single;$40K - $60K;Blue;7400;636;0.086,;;;;;;;;;;
718894233;53;F;Graduate;Married;$40K - $60K;Blue;2956;1391;0.471,;;;;;;;;;;
771544533;42;F;High School;Married;Unknown;Blue;3578;0;0,;;;;;;;;;;
708927108;53;M;Graduate;Married;$120K +;Blue;12778;507;0.04,;;;;;;;;;;
717831783;58;F;Uneducated;Married;Less than $40K;Blue;1942;1536;0.791,;;;;;;;;;;
709288383;32;M;Graduate;Divorced;$80K - $120K;Blue;29961;789;0.026,;;;;;;;;;;
710813733;48;M;Uneducated;Married;$60K - $80K;Silver;33791;0;0,;;;;;;;;;;
721084833;48;M;High School;Married;$40K - $60K;Silver;17657;2018;0.114,;;;;;;;;;;
711258108;54;M;College;Married;$120K +;Blue;2821;2415;0.856,;;;;;;;;;;
710149008;59;M;High School;Married;Less than $40K;Blue;1479;787;0.532,;;;;;;;;;;
711902058;35;M;Graduate;Married;$60K - $80K;Blue;1438.3;0;0,;;;;;;;;;;
716757033;37;M;Post-Graduate;Married;$40K - $60K;Blue;6859;1766;0.257,;;;;;;;;;;
712688433;36;M;High School;Divorced;$120K +;Blue;3404;1568;0.461,;;;;;;;;;;
713203908;26;M;Uneducated;Single;$40K - $60K;Blue;2158;1695;0.785,;;;;;;;;;;
711772008;35;F;Graduate;Single;Less than $40K;Blue;1890;666;0.352,;;;;;;;;;;
708799983;40;M;Post-Graduate;Married;$60K - $80K;Blue;18386;890;0.048,;;;;;;;;;;
778882758;55;F;Unknown;Married;Unknown;Blue;3602;2013;0.559,;;;;;;;;;;
709157133;39;M;Unknown;Divorced;$80K - $120K;Blue;3766;1049;0.279,;;;;;;;;;;
741344808;39;F;Graduate;Married;Less than $40K;Blue;5634;2057;0.365,;;;;;;;;;;
739692933;46;F;Unknown;Single;$40K - $60K;Blue;3126;2517;0.805,;;;;;;;;;;
766429908;49;M;High School;Unknown;$60K - $80K;Blue;3017;786;0.261,;;;;;;;;;;
802087683;32;M;Post-Graduate;Married;$60K - $80K;Blue;5478;1491;0.272,;;;;;;;;;;
712491108;35;M;Post-Graduate;Married;$80K - $120K;Blue;13046;1177;0.09,;;;;;;;;;;
714767508;39;M;Graduate;Married;$40K - $60K;Blue;8687;1146;0.132,;;;;;;;;;;
720376008;53;F;Graduate;Married;Less than $40K;Blue;6174;1421;0.23,;;;;;;;;;;
779126658;26;F;Graduate;Single;$40K - $60K;Blue;5655;0;0,;;;;;;;;;;
793222008;32;M;High School;Married;$60K - $80K;Blue;5397;1784;0.331,;;;;;;;;;;
